,86.14.mp4,87.55.mp4,87.84.mp4,89.82.mp4,91.44.mp4,92.06.mp4,steps
0,136.9177054,119.4894895,14.13538493,1.057998606,114.7211974,31.18523164,
1,131.0885565,122.8387161,135.5016669,115.85737,143.9657097,118.0006129,
2,126.363364,126.1120179,146.4585059,120.1682506,151.9305436,102.9192607,
3,125.7741693,123.0276274,87.45470689,118.4856998,3.026835901,103.2524134,
4,126.815537,119.7339227,3.09630671,119.6201408,7.783594724,105.5847017,
5,130.7244276,101.4555044,1.845628829,116.1035794,12.84347152,100.332217,
6,125.7167079,22.46488509,1.36638714,108.7479792,8.050866514,91.9003036,
7,134.935985,5.177679063,6.457272071,117.5378699,9.317250927,98.55499626,
8,137.9243409,4.032882769,68.68319439,117.9697042,0.351276931,104.5964479,
9,136.3173311,6.789070776,78.71785703,122.476308,1.602504479,89.90130511,
10,135.662251,6.887633372,25.7895673,120.1356649,34.60559074,95.67188241,
11,155.2484114,17.29193236,22.22448122,112.4036898,5.472588657,85.92328151,1
12,136.4391883,5.254196823,18.78175251,105.9712679,173.8648659,84.17671941,
13,3.611724756,17.86200194,1.678203969,108.7907262,12.62555852,85.27565032,
14,5.709096238,19.37654652,8.992558953,113.3065639,1.471476036,87.08428695,
15,7.407337601,2.259430848,4.413523819,112.2885061,34.17277095,86.31748312,
16,7.916860241,8.117031882,6.086667149,99.63101624,10.58534014,81.4484917,
17,11.60874862,4.244136503,20.24885558,84.3284201,12.71741573,96.61850714,
18,7.952371841,10.75393188,27.0244217,29.01106747,118.4428666,99.12223539,
19,4.079999902,35.15082098,93.76382519,12.62330156,100.7032568,89.77104054,
20,2.02186595,48.02983723,107.8479389,11.68643073,35.39742861,87.17800081,2
21,3.833832454,44.45996789,65.50913432,31.65787273,115.1643199,66.31249245,
22,31.74419317,96.54751645,72.23450943,38.26250876,124.4577487,58.70327679,
23,39.5415358,70.09941634,67.61389552,43.73321477,127.9608675,65.96000789,
24,26.39827628,84.58289593,42.93738787,44.05736991,96.63601884,93.02984325,
25,4.436929311,99.24438781,37.53995489,72.1073515,81.40896508,96.81087966,
26,41.92881648,80.14991156,47.0172239,1.605213564,80.75084097,37.79376567,
27,27.93830819,59.43223566,63.5589549,34.13096088,82.40819259,106.1251687,
28,13.525533,70.92301586,42.65575453,19.85742203,98.17317458,107.977076,
29,56.63333345,78.0083108,50.07721885,22.51359457,68.20481835,79.01080575,3
30,43.05424168,35.48027874,44.16751632,20.75722988,75.64200233,91.6875275,
31,4.700180698,33.79268095,41.45097183,19.13614956,76.49931883,87.1039761,
32,5.212476438,34.56110281,39.49926414,33.49762347,76.03295698,76.24075159,
33,2.908619341,36.01254878,44.93179939,19.30400551,70.34173695,80.13390237,
34,10.72432504,28.38770302,40.52182941,41.79340677,74.42629185,83.26482629,
35,10.62711811,56.33672587,43.40017567,62.757684,73.53836152,73.20645284,
36,13.51298157,58.40988404,49.09753654,18.6466317,86.64888337,84.59988194,
37,32.09481465,49.70490935,39.11988019,38.97990469,79.99246961,85.93805292,4
38,36.47522418,58.07328721,32.6399061,37.04034835,75.5372053,87.81268167,
39,48.82928078,47.79275313,44.65672737,113.0277319,69.42277539,87.2818098,
40,41.91579011,49.59905838,40.93433746,55.49121791,74.7776722,83.33238993,
41,44.09503508,44.83211355,28.28743711,57.94681119,65.31856105,84.16882847,
42,38.28128333,49.15936266,29.7042529,50.24536147,66.51036508,87.10360021,
43,40.07093288,37.69055023,29.43416325,48.30235933,69.0878489,77.67491377,
44,43.76813879,37.79694864,34.63647452,39.60599543,62.55312236,75.54669928,
45,44.31182645,43.80671702,30.8360622,55.6034022,69.78682608,75.62953606,
46,56.73601021,44.18625806,33.32424659,53.0123417,62.46706639,75.0454054,
47,25.84113641,42.96408469,28.68695255,66.08834229,57.1128216,77.96125678,
48,30.35686838,40.14408679,44.92785644,64.48442437,65.694968,70.83873214,5
49,29.25436534,40.69480787,33.77405115,53.03827541,70.82347589,72.77177575,
50,33.61614846,31.24120494,27.88633227,55.70644899,72.78820104,52.3639067,
51,14.68169133,31.04592861,5.806496718,57.51393442,63.65753222,58.34333278,
52,27.46993172,12.42735406,14.28425876,57.65534961,60.59829264,57.29471992,
53,8.30212737,23.21457578,12.56197061,54.2675099,56.81045795,57.29471992,
54,5.749158679,2.569488103,21.93774866,112.3171764,64.90072751,57.29471992,
55,1.494611458,8.255282686,151.6525451,170.5881024,0.611765377,140.0086456,
56,64.83468599,143.0372477,151.7302656,168.3585199,8.047613006,149.2236486,6
57,126.4107595,150.5256942,22.49737692,167.2043081,159.2015801,81.01116932,
58,9.005106175,110.773546,21.83334829,99.85638915,152.2459655,75.02149876,r
59,7.238769971,110.387158,1.118274287,61.25654489,99.12777794,16.59018572,
60,7.37294544,7.810750825,3.823624353,43.09284371,98.76314653,25.25905176,
61,4.980477652,1.012918261,4.87874503,29.002766,32.70335024,19.24317103,
62,2.526127841,4.905955193,1.828439469,25.10565856,9.717266537,4.658096851,
63,4.918185218,2.809296067,12.10053361,25.81193777,2.180703192,8.246880703,
64,17.96379558,3.249778051,14.00680698,17.81332777,5.741171895,8.241738368,
65,30.54623828,2.347103487,30.75272754,12.46590132,12.10906315,21.53544379,
66,30.16269045,7.977080417,60.00978269,5.608779348,14.390215,12.40250874,
67,78.21413715,24.05848382,71.9446492,5.610708851,14.35640895,24.25651385,
68,80.75513313,51.08456955,100.4385973,4.376909261,18.16284536,30.3589484,
69,79.17113144,56.68042382,76.35938176,5.711191527,20.30826505,34.405857,
70,128.7112456,58.36112031,119.3767128,3.920457053,26.11223105,40.35664861,
71,132.8303195,78.96709871,112.6589864,1.257411857,30.47589364,50.89782128,
72,132.4687025,90.49290699,99.92081838,11.76799622,7.076352108,42.47843962,
73,133.6774789,74.40481928,81.0853858,20.53287448,73.70622506,36.75827529,
74,78.61087708,62.0951543,51.87939498,21.93022564,31.5737162,37.76280518,
75,82.94242999,62.5924924,53.36545497,31.48915101,60.74688122,38.09338457,
76,28.51875854,47.45927569,34.16196776,41.02010538,35.92362941,37.56761567,
77,4.445249937,29.64839684,26.87593163,42.84704109,32.02631187,35.95927818,
78,4.837830383,17.50080065,19.52676044,52.83323821,43.95658008,39.86961392,
79,0.712063474,10.34993057,10.5277862,52.35744832,43.6480068,44.73722075,
80,2.785026567,8.362101357,12.31248907,69.22764385,44.36331932,54.96014677,
81,5.273667911,5.354368992,10.15886636,89.18282691,42.06209885,59.91317227,
82,5.879206048,6.616562869,9.841901774,104.2094178,40.82722422,65.29431047,
83,7.309891818,13.90540915,9.841901774,127.9318746,41.51088141,71.61212011,
84,5.614810524,18.58957864,17.48717777,117.2633235,38.51749834,76.81703443,
85,6.851188982,10.84465301,21.62030769,117.6666561,35.25344553,78.19292367,
86,8.54569997,13.50572596,22.61469241,92.78885287,34.01273221,79.45611438,
87,8.250224708,13.65518347,26.01185479,62.82507909,30.30287586,84.19273525,
88,8.525139791,15.03871637,28.56532301,49.25778229,30.11158539,82.0842171,
89,7.729450411,14.13538493,26.64199268,42.37401179,31.18523164,85.57388675,
